balavataro
document,section,page,markup,text
Bālāvatāro,37,67,text,"saddasattisbhāvato tevibhattiyā eva gamyateti...Kathamā gatasamaṇaṃ vihāraṃ passeti ce,"
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,vihārassa āgamanakammabhutāvatthā māse vuttā dassanakammabhutamavatthantu
Bālāvatāro,37,67,text,jotayituṃ dutiyā siyā...Evaṃ kattādisu sāmini ca yathāyogaṃ vuttattavibhattivacanānī
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,tebbāni.
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,"Appadhānanaṃ duhādīnaṃ yādīnantu padhānakaṃ,"
Bālāvatāro,37,67,text,Kammaṃ kammesvakaisu vuttakammti vuccati.
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,"Duha yāca rudhi puccha bhikkha sāsu vañcādayo,"
Bālāvatāro,37,67,text,Nī vaha harādayo ca ubhayete dvikammakā.
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,Taṃyathā-gopālena go khīraṃ duyhate duddhā vā-iha go rūpaṃ ekaṃ kammaṃ
Bālāvatāro,37,67,text,khīralakkhaṇaṃ cekaṃ kammaṃ etesu payojanattenābhimataṃ dhīraṃ padhānaṃ
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,ttimittabhutā go appadhānātasmā gotthe vuttattā paṭhamā khīrantibhānuttattā kammatthe
Bālāvatāro,37,67,text,dutiya; evaṃ yāvādisu...Dāsena bhāro gāmaṃ nīyate nīto vā-atra naniyamāno bhāro
Bālāvatāro,37,67,break,
Bālāvatāro,37,67,text,padhāno ttimittaṃ gāmo appadhānaṃ...Tathā vahādisu.
Bālāvatāro,37,67,break,
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,"Gatibodhāntaddatthaharakarākammakānaṃ,"
Bālāvatāro,37,68,text,Kattā akārite yo taṃ vuttakammaṃ hi kārite.
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,Yathā-akārite dāso gāmaṃ gacchatīti-kārite tusāminā dāso gāmaṃ gacchāpiyate gacchāpito
Bālāvatāro,37,68,text,vā iccādi...Akammakānaṃ yathā-hatthī sayati...Kārite tu hatthārohena hatthī sayāpīyate
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,sayāpito vā iccādi.
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,"Yassappadhāppadhākriyāsambandhato siyuṃ,"
Bālāvatāro,37,68,text,Vuttāttattanā tattha paṭhamā hoti nāparā.
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,Yathā-brāhmaṇena odano pavitvā bhujjate bhutto vā-atrayadipi ekamevodanākhyaṃ
Bālāvatāro,37,68,text,kammaṃ tenappaccayehi vuttaṃ kvāppaccayena tvavuttaṃ ca siyā tathāpi
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,padhānatāyābhimatabhojanakriyā bhisambavdhadvāre vuttattā padhānappadhānaṃ padhāne
Bālāvatāro,37,68,text,eva kāriyappasiddhītiñāyā paṭhamā hoteva-bhojanakriyāya visesa
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,tāyappadhānabhutapacakriyāsambandhamukhenāvuttattepi na dutiyā...Bhikkhitvā
Bālāvatāro,37,68,text,kiṇitvāññathā vā bhojanakriyaṃ kattuṃ sakkāti bhikkhādinaṃ sāmaññabhūtaṃ
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,bhojananakriyaṃ bhikkhādikriyato vyavacchindatīti pākakriyā bhojanakriyāya
Bālāvatāro,37,68,text,visesanaṃ...Nanu pacitvā dānaṃ gahaṇamaññaṃ vā kattumpi sakkāni dānādīnaṃ
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,"sādhāraṇassa pavanassa bhojanakriyāya dānādito visesiyamānattā pavanaṃ ca visessaṃ,"
Bālāvatāro,37,68,text,"saccaṃ, tathāpi pañcanamappadhānaṃ tvāntena vuccamānattā-tvātenābhidhiyamā hi kriyā"
Bālāvatāro,37,68,break,
Bālāvatāro,37,68,text,kampyuttarakriyamapekkhatī tyappadhānā.
Bālāvatāro,37,68,break,
Bālāvatāro,38,68,section,38
Bālāvatāro,38,68,break,
Bālāvatāro,38,68,text,"Yāva padañcayaṃ kiñci sambandhamupalabbhate,"
Bālāvatāro,38,68,text,Visesanavisessantaṃ gamyate tattha kāmato.
Bālāvatāro,38,68,break,
Bālāvatāro,38,68,text,"Yasmā hi yabbhedabuddhi hoti taṃ tabbisesaṃ,"
Bālāvatāro,38,68,text,Taṃ ca jātiguṇakriyādabbannāmaṃ'tyanekadhā.
Bālāvatāro,38,68,break,
Bālāvatāro,38,68,text,"Yathā godhavalo gantā visāṇi devadattako,"
Bālāvatāro,38,68,text,Jyādīpi visesante nissayehi kehi tuṃ
Bālāvatāro,38,68,break,
Bālāvatāro,38,68,text,"Taṃyathā jāti gāvassa dhavalo gamananaṃ tathā,"
Bālāvatāro,38,68,text,Visāṇaṃ nāmamitvevaṃ jātyādīnaṃ visessatā.
Bālāvatāro,38,68,break,
Bālāvatāro,38,68,text,"Atthaṃ visesayatīti pariyāyo visesanaṃ,"
Bālāvatāro,38,68,text,Taṃyathā goti kathite vācādyattho visessate.
Bālāvatāro,38,68,break,
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,Gosasaddo pasubhumivācādyatthavācī tasmā goti vutte kovāttho'ti nappatīyate puna
Bālāvatāro,38,69,text,pariyāyabhutavācāsaddappayoge tu vacanasaṅkhāto attho viññāyati...Tatra
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,kalakhaddhamuddhādi byattanuyāyi gottādi sāmaññaṃ jāti; dabbanissito nīlādiko guṇe;
Bālāvatāro,38,69,text,kriyā vuttalakkhaṇa; jātyādinamādhāro dabbaṃ; pañcattinivuttisaṅkhātavohāratthaṃ
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,karīyamā saṅketo nāmaṃ nāma; abhinnattho saddo pariyāyo.
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,"Visesse dassamānā yā liṅgasaṅkhyāvibhattiyo,"
Bālāvatāro,38,69,text,Tulyādhikara hiyyo kattabbā tā visesane.
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,"Tulyādhikaraṇeṇati kiṃ, raññaṃ dhanaṃ; bhīyoti kiṃ, guṇa pamāṇaṃ; kathaṃ cittāni vīsati"
Bālāvatāro,38,69,text,"jāyantīti ce, vīsatisaddo attano niyatitthiliṅgekavacattā cittasaddassa vibhattimattaṃ gaṇhāti,"
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,"akhyātikantvaliṅgattā liṅgaṃ gahituṃ nārahatīti visessassa vacanamattamapekkhate, tasmā"
Bālāvatāro,38,69,text,jāyantīti bahuvacanampi cittā pekkhameva...Kiṃ vīsatīmapekkhitvā ekavacanampi nahotīti
Bālāvatāro,38,69,break,
Bālāvatāro,38,69,text,ve' vīsatiyā cittavīsesanabhutatāyappadhānattā; nayoya maññatrāpi ñeyyo.
Bālāvatāro,38,69,break,
Bālāvatāro,39,69,section,39
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,Anuttammaṃ yathā-atra samāsataddhitānanaṃ sakaṃ sakaṃ vākyamevodāharaṇaṃ
Bālāvatāro,39,69,text,kattabbaṃ...Evamanuttakattari-sudo odanaṃ pacati; buddho dhammaṃ desitavā; ettha
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,"samāsasataddhitākhyātakitakā kammasmiṃna katātitehi kammamanuttti vuccate, tato"
Bālāvatāro,39,69,text,kammatthe dutiyā; evaṃ kattādisvanuttattaṃ ñeyyaṃ.
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,Anekakammakānaṃ yathā-gopālo gāviṃ khīraṃ dohati duddhavātyādi; dāso bhāraṃ gāmaṃ
Bālāvatāro,39,69,text,"nayati nītavātyādi; gāvīṃ gāmantyu bhayatra ""yaṃ karoti taṃ kammaṃ"" 'tihānuvattī"
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,tavākārena kammasaññā...Sāmī dāsaṃ gāmaṃ gamayati dāsena vā; dāsantettha
Bālāvatāro,39,69,text,"""gatibuddhibhujapaṭhaharakarasayā dīṃ kārite vā "" 'ti kārite sati vā dutiyā pakkhe kattari"
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,tatiyā...Gāmantyatra tu pubbeva vākārena kammasaññā...Evaṃ garu sissaṃ dhammaṃ
Bālāvatāro,39,69,text,bodhayati sissena vānyādi...Akammakānaṃ yathā-hatthāroho hatthiṃ sāyati hatthinanā
Bālāvatāro,39,69,break,
Bālāvatāro,39,69,text,vāccādi.
Bālāvatāro,39,69,break,
Bālāvatāro,39,70,break,
Bālāvatāro,40,70,section,40
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,Vuttakattā yathā-jitindriyo muni; ābhidhammikobhi kkhu; sūdo odanaṃ pacati; puññakāro
Bālāvatāro,40,70,text,pumā.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,"Vuttakattāti so ñeyyo yo mukhyonekakattusu,"
Bālāvatāro,40,70,text,Ussāhavattā mukhyo so yo kattāraṃ payojaye.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,"Yathā-sudajeṭṭho sude odanaṃ pāveti, pudajeṭṭhotyatra ""yo kāreti sahetu"" 'ti"
Bālāvatāro,40,70,text,"hetukattusaññā; vuttattā paṭhamā ca-pūdenetyatra tu ""yo karoti sakattā"" 'ti"
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,kattusaññā-anuttattā tatiyā ca...Eva muttaratra.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,"Payojakampi yo añño yadāpata payojaye,"
Bālāvatāro,40,70,text,Vuttakattā tadā eso tasmāpyussābhavattato.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,"Yathā-amacco pudajeṭṭhena sudena odanaṃ pāveti, pācayatī tyādi vā-ettha"
Bālāvatāro,40,70,text,dutiyahetuvacanacchāto kāritantasmāpi punaṇe hoti pubbassa kāritassa yadādinā lopo
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,kattabbo-sudajeṭṭhena sudenetyubhayatra anuttattā kattari tatiyā.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,"Kariyamānanaṃ yaṃ kammaṃ sayamevappasijjhati,"
Bālāvatāro,40,70,text,Sukaraṃ yehi guṇehi kammakattāti taṃ viduṃ.
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,Kusūlo sayameva bhijjate-kusulo khalu attaṭṭhasu leḍḍu sakkharādisu jiṇṇesu
Bālāvatāro,40,70,text,parappayogaṃ vinā bhedamupagacachanto attanā eva bhijjate nāma-tato kammabhuto ca
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,text,kattubhuto ca so eva...Kammakattā kammamice 'ti vattabbaṃ kammāti desato ca
Bālāvatāro,40,70,text,kammakattaripi kammani viya attanopadayavikaraṇa sijjhananti...Idañca yadādinā
Bālāvatāro,40,70,break,
Bālāvatāro,40,70,endsection,sagahītaṃ.
Bālāvatāro,40,70,ignore,-----
Bālāvatāro,40,70,break,
Bālāvatāro,41,70,section,41
Bālāvatāro,41,70,break,
Bālāvatāro,41,70,text,"Avuttakattā yathā-sudena odano paccate, pumunā puññaṃ kataṃ...Anekakattukātaṃ"
Bālāvatāro,41,70,text,yathā-sudajeṭṭhena sūdena odano pācāpīyate; amaccena sudajeṭṭhena sudena odano
Bālāvatāro,41,70,break,
Bālāvatāro,41,70,text,pāvāpīyate; tīsu tatiyā.
Bālāvatāro,41,70,break,
Bālāvatāro,41,71,break,
Bālāvatāro,41,71,text,"Yassappadhānappadhānakriyāsambandhato siyuṃ,"
Bālāvatāro,41,71,text,Anuttavuttatā tattha tatiyā hoti nāparā.
Bālāvatāro,41,71,break,
Bālāvatāro,41,71,text,Yathā-brāhmaṇena bhutvā supyate-ettha supa sayane iccassa akammakattā bhāve tevibhatti
Bālāvatāro,41,71,text,"hoti, bhāvo ca sāddharūpattā kattāramapekkhate, kattā ca tevibhatatiyā navutto,"
Bālāvatāro,41,71,break,
Bālāvatāro,41,71,text,"tvāppaccayena pana vutto nāma tvāssa kattari katattā, tathāpi"
Bālāvatāro,41,71,text,padhānasupinakriyāsambandhopāyena avuttattā
Bālāvatāro,41,71,break,
Bālāvatāro,41,71,text,tatiyā-natvappadhānabhojanakriyāhīsambandhadvārena vuttepi paṭhamā.
Bālāvatāro,41,71,break,
Bālāvatāro,42,71,section,42
Bālāvatāro,42,71,break,
Bālāvatāro,42,71,text,"Vuttakaraṇaṃ yathā-chinnarukkho pharasu; paharaṇaṃ āyudhaṃ, vutta sampādānaṃ"
Bālāvatāro,42,71,text,yathā-dinnasuṃko rājā; dakkhiṇeyyo bhikkhu; sampadānaṃ buddho; vuttāpādānaṃ
Bālāvatāro,42,71,break,
Bālāvatāro,42,71,text,yathā-niggatajano gāmo; bhīmo rakkhaso; vuttokāso yathā-mattamātaṅgaṃ vanaṃ; rukkhavā
Bālāvatāro,42,71,text,deso; āsanaṃ pīṭhaṃ; vuntasāmī yathā; dasabalo bhagavā; veṇīko gandhabbo.
Bālāvatāro,42,71,break,
Bālāvatāro,42,71,text,"Samāso hoti sabbattha kitako sāmivajjite,"
Bālāvatāro,42,71,text,Taddhito labbhate bhiyyo karaṇāvadhivajjite.
Bālāvatāro,42,71,break,
Bālāvatāro,42,71,text,"Ākhyātaṃ kattukammesu karaṇīnaṃ tvabhāsite,"
Bālāvatāro,42,71,text,Saṃ saṃ vākya mudāhāro iti tānyanudāhaṭā.
Bālāvatāro,42,71,break,
Bālāvatāro,42,71,text,Vuttanuttānaṃ disāmattamidaṃ nayenānena vakkhamānampi netabbaṃ.
Bālāvatāro,43,71,section,43
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,Atha vibhattibhedo vuccate.
Bālāvatāro,43,71,text,Vātveva.
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,Yaṃ karoti taṃ kammaṃ.
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,Kattā yaṃ icchatamanicchitamicchatānicchitaṃ vā karoti kriyāya sambandhayati taṃ ca
Bālāvatāro,43,71,text,vākārenākathitaṃ ca kammaṃ nāma hoti.
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,Kammatthe dutiyā.
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,Tattha icchitaṃ tāva-buddhaṃ vande; ūnapattaṃ bhuñjati; ettha pattanti taggataṃ
Bālāvatāro,43,71,text,bhojanamabhedopacārā-yathā-gāmo āgacchatīti...Anicchitaṃ...Kaṇṭakaṃ maddati; visaṃ
Bālāvatāro,43,71,break,
Bālāvatāro,43,71,text,gilati...Icchitānicchi
Bālāvatāro,43,71,break,
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Taṃ yathā-gāmaṃ gacchaṃ rukkhamūlamupasappati-atra gāmagamanmicchītaṃ
Bālāvatāro,43,72,text,rukkhamūlopasappataṃ pāsaṅgikamityanicchitaṃ nāma...Akathi taṃ-bhagavā bhikkhū
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,etadavoca-ettha bhikkhutyakathitaṃ taṃ ca kenākathitaṃ chakārakasaññābhi tasmā kenāpi
Bālāvatāro,43,72,text,suttena kāraka saññā na vihitāti vākārena bhikkhu tyatra kammasaññā; evaṃ biraṇe kavaṃ
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,karotītyādi...Akathitañca kammaṃ dvīkammakadhātu yoge daṭṭhabbaṃ.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,"Nibbattivīkatippattibhedā kammaṃ tidhā yathā,"
Bālāvatāro,43,72,text,Kaṭaṃ karoti jhāpeti kaṭṭhaṃ rūpaṃ vipassati.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Dutiyātveva.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Kāladdhānamaccantasaṃyoge.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Kāladdhānaṃ dabbaguṇakriyābhi nirantarasaṃyoge sati dutiyā siyā...Māsaṃ maṃsodano;
Bālāvatāro,43,72,text,saradaṃ ramaṇiyyā nadi; māsaṃ sajjhāyati; addhāna-yojanaṃ vanarājī; yojanaṃ digho
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,pabbato; kosaṃ sajjhāyati.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Kammappavacanīyayutte.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Kammappavacanīyehi yutte ṭhāne dutiyā siyā...Lakkhaṇe vīcchāyaṃ itthamabhute bhāge
Bālāvatāro,43,72,text,sahatthe hīte ca vattamānassa anussa sahatthahitavajjitesu lakkhaṇādīsu patiparinaṃ ca
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,bhāgasahattha hīnavajjitesu tesve abhissa ca kammappavacaniyasaññā.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,"Lakkhaṇaṃ byañjakaṃ-rukkhamanuvijjotate cando, rukkhetyattho; ettha rukkho lakkhaṇaṃ"
Bālāvatāro,43,72,text,vijjotamāno cando lakkhitabbo tatrānunā rukkhassa lakkhaṇavuttitā pakāsiyatīti rukkho
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,anunā yutto nāma...Rukkhaṃ rukkhamanuvijjotate cande rukkhe rukkhe ityattho; yadādinā
Bālāvatāro,43,72,text,vicchāyaṃ rukkhamiccassa savi bhattissa dvittaṃ; evaṃ sabbatthavīcchāyaṃ dvīttaṃ.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,"Bhinnāni yāni vatthūti kriyāya tra guṇena vā,"
Bālāvatāro,43,72,text,Dabbena vāpī byāpītuṃ icchā vicchāti vuccate.
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,Byāpitunti sambandhituṃ-atrodāharaṇani-gāmogāmo gamyate-gāmogāmo
Bālāvatāro,43,72,text,ramaṇiyo-gāmegāme jalaṃ...Itthamatuto kañcī pakāraṃ patto-sādhu devadatto
Bālāvatāro,43,72,break,
Bālāvatāro,43,72,text,mātaramanu-mātari sādhuttaṃ pattotyattho...Bhāgo koṭṭhāso-yadettha maṃ
Bālāvatāro,43,72,break,
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,Anu siyā taṃ diyatu-yo mama bhāgo so diyatutyattho...Nadi minvavasitā bārāṇasī-tadiyā
Bālāvatāro,43,73,text,saha avabaddhātyattho...Anusāri puttaṃ paññavā bhikkhu...Sāriputtato paññāya
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,hīnotyattho...Evaṃ paccādihi yathāyogaṃ yojetabbaṃ.
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,"Kvacī dutiyā siyā. Taṃ khopana bhagavantaṃ, tassa bhagavato'tyattho. Evaṃ antarā anto tiro"
Bālāvatāro,43,73,text,"ahito parito paṭi hā iccādīnaṃ yoge...Antarā ca nālandā, antoraṭṭhaṃ, tiro raṭṭhaṃ, abhito"
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,"gāmaṃ, parito gāmaṃ, upamā maṃ paṭibhāti."
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,Kvacītyadhikāro.
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,Tatiyāsattamīnañca.
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,Tatiyāsattamyatthe cakārena sampadāne ñca pañcamyatthe ca kvaci dutiyā siyā. Maṃ
Bālāvatāro,43,73,text,"nālapissati-mayā sahetyattho. Sattamyatthe-pubbaṇhasamayaṃ nivāsetvā,"
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,samayetyattho...Upaanuadhi āpubbassa vasa nivāse iccassa adhīāpubbānaṃ si saye ṭhāāsa
Bālāvatāro,43,73,text,"icceyaṃ abhinipubbassa visa ppavesate iccassa ca yoge...Gāmaṃ upavasati, anuvasati,"
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,"adhivasati, āvasati; adhisete, adhitiṭṭhati, ajjhāsayati, ahinivīsati"
Bālāvatāro,43,73,text,"vā...Pātācāratthesu...Nadimpicati, gāmaṃ carati. Sampadāne-paccārocemi taṃ, te'tyattho."
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,Pañcamyattha...Pubbena gāmaṃ; gāmasmā pubbasmintyattho.
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,"Sukhaṃ seticcādisu kriyāvisesanattā kammattheyeva dutiyā siyā, kathaṃ bhukarā"
Bālāvatāro,43,73,text,sabbadhātvatthesveva santi tato setīti sayanaṃ karotītyattho; kiṃ visiṭṭhaṃ
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,sayanantyapekkhāyaṃ sukhantya pekkhīyamānattā sayana kriyāya sukhantetaṃ visesananti
Bālāvatāro,43,73,text,sukhassa sayanena tulyādhikaraṇattā taggataṃ dutiyekavacanaṃ napuṃsakattañca
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,sukhasaddo labhate.
Bālāvatāro,43,73,break,
Bālāvatāro,43,73,text,"Kriyāvisesanaṃ yāva taṃ sabbaṃ hi napuṃsake,"
Bālāvatāro,43,73,text,Siyā ca ekavacanaṃ yathā bhikkhū sukhaṃ ṭhitā.
Bālāvatāro,43,73,break,
Bālāvatāro,44,73,section,44
Bālāvatāro,44,73,break,
Bālāvatāro,44,73,text,Yo karoti sakattā.
Bālāvatāro,44,73,break,
Bālāvatāro,44,73,text,Yoññakārakānaṃ padhāno kammaṭṭhamattaṭṭhaṃ vā kriyaṃ karoti so kattā nāma.
Bālāvatāro,44,73,break,
Bālāvatāro,44,74,break,
Bālāvatāro,44,74,text,"""Kattari ce"" 'ti tatiyā...Sudena thāliyaṃ kaṭṭhehi odano paccate; raññā pāsāde pādehi ṭhiyate;"
Bālāvatāro,44,74,text,ettha thālyādikārakasamūho sudena yojite saṃ saṃ dhāraṇā dinā byāpārena
Bālāvatāro,44,74,break,
Bālāvatāro,44,74,text,"pākakriyamabhinibbattayatīti sūdoyeva ussāha yuttattā padhāno, na pana thālyādī; tattha"
Bālāvatāro,44,74,text,pākakriyā kammaṭṭhāṭhitikriyā tu kattuṭṭhā.
Bālāvatāro,44,74,break,
Bālāvatāro,44,74,text,Yo yojayaṃ sakasake khalu kārakāni
Bālāvatāro,44,74,text,"Aññe kriye satanayuttatayā padhāno,"
Bālāvatāro,44,74,break,
Bālāvatāro,44,74,text,Kammaṭṭhitaṃ kriya mathāttaṭhitaṃ karoti
Bālāvatāro,44,74,text,Kattāti so nigadito sa ca nekabhedo.
Bālāvatāro,44,74,break,
Bālāvatāro,45,74,section,45
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Yena vā kayirate taṃ karaṇaṃ.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Kattā yena karoti passati vā taṃ kattussa kriyāsiddhiyamatī sayenopakārabhutaṃ gamyate'ti
Bālāvatāro,45,74,text,karaṇaṃ nāma.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Karaṇe tatiyā.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,"Bāhiraca tathājjhattaṃ karaṇaṃ duvidhaṃ yathā,"
Bālāvatāro,45,74,text,Vīhiṃ lunāti dāttena nettena candamikkhate.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Tatiyātyadhikāro.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Sahādiyoge ca.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Saha alaṃ kiṃ ādinaṃ yoge sahatthe ca tatiyā siyā. Sahasaddena ca yogo
Bālāvatāro,45,74,text,"kriyāguṇadabbasamavāye sambhavati...Puttena saha vutti, thulo dhanaṃ vā; putteneti vā,"
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,alaṃ te idha vāsena; kiṃ te jaṭāhi.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Hetvatthe ca.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,Hetvatthe hetuyoge ca tatiyā siyā. Antena vasati; kena hetunā vā.
Bālāvatāro,45,74,break,
Bālāvatāro,45,74,text,"""Sattamyatthe ce"" 'ti tatiyā siyā; pubbena gāmaṃ."
Bālāvatāro,45,74,break,
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,Yenaṅgavikāro.
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,Yena byādhimatā avayavena sarīrassa vikāro viññāyati tattha tatiyā siyā. Vikāro aññathā
Bālāvatāro,45,75,text,bhāvo...Akkhinā kāṇe.
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,"""Visesane ce"" 'ti visesanatthe tatiyā siyā."
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,"Gottenana gotamo...Vuttato'ññatrayā tatiyā dissati sā sabbā ""kattari ce"" 'tī ha cakārena"
Bālāvatāro,45,75,text,sijjhati...Taṃyathā-kamme-tilehi vapati; pañcamiyaṃ-sumuttāmayaṃ tena mahā samaṇena;
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,paṭhamāyaṃ-attanāva attānaṃ sammantati; itthamabhute-paribbājakaṃ tidaṇḍenāddakkhi;
Bālāvatāro,45,75,text,kiriyāpavagge-ekāheneva bārāṇasiṃ pāyāsi; kiriyāpavaggo kiriyāya āsu
Bālāvatāro,45,75,break,
Bālāvatāro,45,75,text,niṭṭhapanaṃ...Tulye-mātarā samo; kāle-kālesa dhammasavaṇaṃ; pubbādiyoge-māsena
Bālāvatāro,45,75,text,pubbo; yebhuyyena upasaṅkamītyādi.
Bālāvatāro,45,75,break,
Bālāvatāro,46,75,section,46
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,Yassa dātukāmo rocate dhārayate vā taṃ sampadānaṃ.
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,Kattā pūjābuddhiyā vā anuggahabuddhiyā vā yassa dātumicchati pītiṃ karoti vā dhārayate
Bālāvatāro,46,75,text,vā taṃ kattussa nicchādinimittaṃ sampadānaṃ nāma.
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,Sampadāne catutthī.
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,Samaṇassa vivaraṃ dadāti; samaṇassa rocate saccaṃ; yaññantassa chattaṃ dhārayate.
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,"Anirākattānumantārādhaka sampadāniyaṃ,"
Bālāvatāro,46,75,text,Tidhā yathā jalaṃ deti rukkhassa bhikkhuno 'tthino.
Bālāvatāro,46,75,break,
Bālāvatāro,46,75,text,Silāghahanuṭhāsapadhārapihakudhaduhissosūyarādhikkhapaccāsuṇaanupatigiṇapubbaka-
Bālāvatāro,46,75,text,ttārocattha tadattha tuma
Bālāvatāro,46,75,break,
Bālāvatāro,46,76,break,
Bālāvatāro,46,76,text,Tthālamatthamañaññānādarappāṇini gatyatthakammani saṃsaṭṭhasammuti [^12]
Bālāvatāro,46,76,text,bhiyyasattamyatthesu ca.
Bālāvatāro,46,76,break,
Bālāvatāro,46,76,text,"Silāghādisu yaṃ taṃ sampadānaṃ nāma...Silāgha katthene-buddhassa silāghate, silāghanaṃ"
Bālāvatāro,46,76,text,"thomanaṃ. Hanu apanayane-hanute tuyhaṃ.  hā-upatiṭṭheyya sakyaputtānaṃ,"
Bālāvatāro,46,76,break,
Bālāvatāro,46,76,text,"upaṭṭhānamupagamanaṃ. Sapa akkose-tuyhaṃ sapate, sapananti tosanatthaṃ saccakaraṇaṃ."
